note,note_clean,type,type_token,amount,date_time,category,model_text_textonly,model_text_with_type
Maison du Pain - Pastries,maison du pain - pastries,Expense,[TYPE_EXPENSE],7.5,2027-11-17 09:15:00.000,Food & Drinks,maison du pain - pastries,[TYPE_EXPENSE] maison du pain - pastries
Le Comptoir - Dinner,le comptoir - dinner,Expense,[TYPE_EXPENSE],16.0,2027-11-17 19:45:00.000,Food & Drinks,le comptoir - dinner,[TYPE_EXPENSE] le comptoir - dinner
Sultan's Feast - Lunch,sultan s feast - lunch,Expense,[TYPE_EXPENSE],14.25,2027-11-18 20:10:00.000,Food & Drinks,sultan s feast - lunch,[TYPE_EXPENSE] sultan s feast - lunch
Marina Deli - Snack,marina deli - snack,Expense,[TYPE_EXPENSE],8.9,2027-11-18 13:05:00.000,Food & Drinks,marina deli - snack,[TYPE_EXPENSE] marina deli - snack
Corniche Café - Coffee,corniche café - coffee,Expense,[TYPE_EXPENSE],11.75,2027-11-19 09:20:00.000,Food & Drinks,corniche café - coffee,[TYPE_EXPENSE] corniche café - coffee
Hamra Grill - Dinner,hamra grill - dinner,Expense,[TYPE_EXPENSE],20.0,2027-11-19 19:30:00.000,Food & Drinks,hamra grill - dinner,[TYPE_EXPENSE] hamra grill - dinner
Seaside Diner - Lunch,seaside diner - lunch,Expense,[TYPE_EXPENSE],13.5,2027-11-20 12:40:00.000,Food & Drinks,seaside diner - lunch,[TYPE_EXPENSE] seaside diner - lunch
Pigeon House Snacks - Bite,pigeon house snacks - bite,Expense,[TYPE_EXPENSE],6.75,2027-11-21 10:05:00.000,Food & Drinks,pigeon house snacks - bite,[TYPE_EXPENSE] pigeon house snacks - bite
The Roastery - Coffee,the roastery - coffee,Expense,[TYPE_EXPENSE],15.0,2027-11-21 09:30:00.000,Food & Drinks,the roastery - coffee,[TYPE_EXPENSE] the roastery - coffee
Green Spoon - Meal,green spoon - meal,Expense,[TYPE_EXPENSE],17.25,2027-11-22 19:10:00.000,Food & Drinks,green spoon - meal,[TYPE_EXPENSE] green spoon - meal
Noura's Kitchen - Dinner,noura s kitchen - dinner,Expense,[TYPE_EXPENSE],21.0,2027-11-22 20:00:00.000,Food & Drinks,noura s kitchen - dinner,[TYPE_EXPENSE] noura s kitchen - dinner
The Green Table - Meal,the green table - meal,Expense,[TYPE_EXPENSE],13.0,2027-12-06 19:20:00.000,Food & Drinks,the green table - meal,[TYPE_EXPENSE] the green table - meal
Snack & Go Corner - Snack,snack & go corner - snack,Expense,[TYPE_EXPENSE],7.9,2027-12-07 11:00:00.000,Food & Drinks,snack & go corner - snack,[TYPE_EXPENSE] snack & go corner - snack
Harbour Grill Bistro - Dinner,harbour grill bistro - dinner,Expense,[TYPE_EXPENSE],31.0,2027-12-08 20:25:00.000,Food & Drinks,harbour grill bistro - dinner,[TYPE_EXPENSE] harbour grill bistro - dinner
Olive Tree Bistro - Meal,olive tree bistro - meal,Expense,[TYPE_EXPENSE],18.75,2027-12-12 19:40:00.000,Food & Drinks,olive tree bistro - meal,[TYPE_EXPENSE] olive tree bistro - meal
The Lebanese Spoon - Meal,the lebanese spoon - meal,Expense,[TYPE_EXPENSE],22.5,2027-12-14 20:10:00.000,Food & Drinks,the lebanese spoon - meal,[TYPE_EXPENSE] the lebanese spoon - meal
Corner Café - Coffee,corner café - coffee,Expense,[TYPE_EXPENSE],12.25,2027-12-15 09:30:00.000,Food & Drinks,corner café - coffee,[TYPE_EXPENSE] corner café - coffee
Bistro 21 - Lunch,bistro 21 - lunch,Expense,[TYPE_EXPENSE],15.0,2027-12-19 19:05:00.000,Food & Drinks,bistro 21 - lunch,[TYPE_EXPENSE] bistro 21 - lunch
Morning Roast - Coffee,morning roast - coffee,Expense,[TYPE_EXPENSE],10.75,2027-12-20 08:50:00.000,Food & Drinks,morning roast - coffee,[TYPE_EXPENSE] morning roast - coffee
Seaside Café - Meal,seaside café - meal,Expense,[TYPE_EXPENSE],20.25,2027-12-24 19:50:00.000,Food & Drinks,seaside café - meal,[TYPE_EXPENSE] seaside café - meal
Olive & Lemon - Bistro,olive & lemon - bistro,Expense,[TYPE_EXPENSE],17.8,2027-12-26 19:10:00.000,Food & Drinks,olive & lemon - bistro,[TYPE_EXPENSE] olive & lemon - bistro
The Green Plate - Lunch,the green plate - lunch,Expense,[TYPE_EXPENSE],13.6,2027-12-30 12:00:00.000,Food & Drinks,the green plate - lunch,[TYPE_EXPENSE] the green plate - lunch
Harbour Grill - Dinner,harbour grill - dinner,Expense,[TYPE_EXPENSE],26.5,2027-12-31 20:20:00.000,Food & Drinks,harbour grill - dinner,[TYPE_EXPENSE] harbour grill - dinner
Quick Bites - Snack,quick bites - snack,Expense,[TYPE_EXPENSE],9.25,2028-01-04 11:10:00.000,Food & Drinks,quick bites - snack,[TYPE_EXPENSE] quick bites - snack
Café Mar Mikhael,café mar mikhael,Expense,[TYPE_EXPENSE],18.25,2028-01-07 09:10:00.000,Food & Drinks,café mar mikhael,[TYPE_EXPENSE] café mar mikhael
Le Petit Verdun,le petit verdun,Expense,[TYPE_EXPENSE],22.4,2028-01-07 20:05:00.000,Food & Drinks,le petit verdun,[TYPE_EXPENSE] le petit verdun
Saffron Table,saffron table,Expense,[TYPE_EXPENSE],15.6,2028-01-08 19:30:00.000,Food & Drinks,saffron table,[TYPE_EXPENSE] saffron table
Hamra Corner Café,hamra corner café,Expense,[TYPE_EXPENSE],9.8,2028-01-08 11:20:00.000,Food & Drinks,hamra corner café,[TYPE_EXPENSE] hamra corner café
Olive & Fig Bistro,olive & fig bistro,Expense,[TYPE_EXPENSE],13.5,2028-01-09 13:45:00.000,Food & Drinks,olive & fig bistro,[TYPE_EXPENSE] olive & fig bistro
Street Falafel Stand,street falafel stand,Expense,[TYPE_EXPENSE],7.25,2028-01-09 12:05:00.000,Food & Drinks,street falafel stand,[TYPE_EXPENSE] street falafel stand
Marina Sunset Grill,marina sunset grill,Expense,[TYPE_EXPENSE],24.0,2028-01-10 20:10:00.000,Food & Drinks,marina sunset grill,[TYPE_EXPENSE] marina sunset grill
Morning Brew House,morning brew house,Expense,[TYPE_EXPENSE],11.0,2028-01-10 09:00:00.000,Food & Drinks,morning brew house,[TYPE_EXPENSE] morning brew house
The Mezze Collective,the mezze collective,Expense,[TYPE_EXPENSE],16.75,2028-01-11 19:40:00.000,Food & Drinks,the mezze collective,[TYPE_EXPENSE] the mezze collective
Pita & Co,pita & co,Expense,[TYPE_EXPENSE],8.9,2028-01-11 11:15:00.000,Food & Drinks,pita & co,[TYPE_EXPENSE] pita & co
Bistro by the Sea,bistro by the sea,Expense,[TYPE_EXPENSE],20.5,2028-01-23 19:45:00.000,Food & Drinks,bistro by the sea,[TYPE_EXPENSE] bistro by the sea
Morning Roast Café,morning roast café,Expense,[TYPE_EXPENSE],11.0,2028-01-24 09:15:00.000,Food & Drinks,morning roast café,[TYPE_EXPENSE] morning roast café
Harbor Seafood House,harbor seafood house,Expense,[TYPE_EXPENSE],25.0,2028-01-24 20:10:00.000,Food & Drinks,harbor seafood house,[TYPE_EXPENSE] harbor seafood house
Pita Corner Kiosk,pita corner kiosk,Expense,[TYPE_EXPENSE],9.5,2028-01-25 12:05:00.000,Food & Drinks,pita corner kiosk,[TYPE_EXPENSE] pita corner kiosk
Green Table Café,green table café,Expense,[TYPE_EXPENSE],13.4,2028-01-29 19:20:00.000,Food & Drinks,green table café,[TYPE_EXPENSE] green table café
Snack & Go Branch,snack & go branch,Expense,[TYPE_EXPENSE],7.9,2028-01-30 11:00:00.000,Food & Drinks,snack & go branch,[TYPE_EXPENSE] snack & go branch
Harissa Grill Restaurant,harissa grill restaurant,Expense,[TYPE_EXPENSE],31.0,2028-01-31 20:25:00.000,Food & Drinks,harissa grill restaurant,[TYPE_EXPENSE] harissa grill restaurant
Olive Tree Bistro Meal,olive tree bistro meal,Expense,[TYPE_EXPENSE],18.75,2028-02-04 19:40:00.000,Food & Drinks,olive tree bistro meal,[TYPE_EXPENSE] olive tree bistro meal
Lebanese Spoon Diner,lebanese spoon diner,Expense,[TYPE_EXPENSE],22.5,2028-02-06 20:10:00.000,Food & Drinks,lebanese spoon diner,[TYPE_EXPENSE] lebanese spoon diner
Corner Café Branch,corner café branch,Expense,[TYPE_EXPENSE],12.25,2028-02-07 09:30:00.000,Food & Drinks,corner café branch,[TYPE_EXPENSE] corner café branch
Bistro 21 Lunch,bistro 21 lunch,Expense,[TYPE_EXPENSE],15.0,2028-02-11 19:05:00.000,Food & Drinks,bistro 21 lunch,[TYPE_EXPENSE] bistro 21 lunch
Morning Roast Café,morning roast café,Expense,[TYPE_EXPENSE],10.75,2028-02-12 08:50:00.000,Food & Drinks,morning roast café,[TYPE_EXPENSE] morning roast café
Seaside Café Meal,seaside café meal,Expense,[TYPE_EXPENSE],20.25,2028-02-16 19:50:00.000,Food & Drinks,seaside café meal,[TYPE_EXPENSE] seaside café meal
Olive & Lemon Bistro,olive & lemon bistro,Expense,[TYPE_EXPENSE],17.8,2028-02-18 19:10:00.000,Food & Drinks,olive & lemon bistro,[TYPE_EXPENSE] olive & lemon bistro
The Green Plate Lunch,the green plate lunch,Expense,[TYPE_EXPENSE],13.6,2028-02-22 12:00:00.000,Food & Drinks,the green plate lunch,[TYPE_EXPENSE] the green plate lunch
Harbour Grill Dinner,harbour grill dinner,Expense,[TYPE_EXPENSE],26.5,2028-02-23 20:20:00.000,Food & Drinks,harbour grill dinner,[TYPE_EXPENSE] harbour grill dinner
Quick Bites Snack,quick bites snack,Expense,[TYPE_EXPENSE],9.25,2028-02-27 11:10:00.000,Food & Drinks,quick bites snack,[TYPE_EXPENSE] quick bites snack
Café Mosaic,café mosaic,Expense,[TYPE_EXPENSE],18.0,2028-03-01 09:10:00.000,Food & Drinks,café mosaic,[TYPE_EXPENSE] café mosaic
The Olive Fork,the olive fork,Expense,[TYPE_EXPENSE],22.5,2028-03-01 20:05:00.000,Food & Drinks,the olive fork,[TYPE_EXPENSE] the olive fork
Harbour Pancakes,harbour pancakes,Expense,[TYPE_EXPENSE],14.75,2028-03-02 08:45:00.000,Food & Drinks,harbour pancakes,[TYPE_EXPENSE] harbour pancakes
Street Shawarma Stand,street shawarma stand,Expense,[TYPE_EXPENSE],9.25,2028-03-02 12:15:00.000,Food & Drinks,street shawarma stand,[TYPE_EXPENSE] street shawarma stand
Mint & Thyme,mint & thyme,Expense,[TYPE_EXPENSE],16.0,2028-03-03 19:30:00.000,Food & Drinks,mint & thyme,[TYPE_EXPENSE] mint & thyme
Brew Lab Café,brew lab café,Expense,[TYPE_EXPENSE],11.5,2028-03-03 09:20:00.000,Food & Drinks,brew lab café,[TYPE_EXPENSE] brew lab café
Seafront Grill,seafront grill,Expense,[TYPE_EXPENSE],24.0,2028-03-04 20:10:00.000,Food & Drinks,seafront grill,[TYPE_EXPENSE] seafront grill
Pocket Pita,pocket pita,Expense,[TYPE_EXPENSE],8.9,2028-03-04 11:05:00.000,Food & Drinks,pocket pita,[TYPE_EXPENSE] pocket pita
Cedar Corner,cedar corner,Expense,[TYPE_EXPENSE],13.6,2028-03-05 13:40:00.000,Food & Drinks,cedar corner,[TYPE_EXPENSE] cedar corner
Hamra House,hamra house,Expense,[TYPE_EXPENSE],20.0,2028-03-05 19:50:00.000,Food & Drinks,hamra house,[TYPE_EXPENSE] hamra house
Bistro by the Bay,bistro by the bay,Expense,[TYPE_EXPENSE],20.5,2028-03-17 19:45:00.000,Food & Drinks,bistro by the bay,[TYPE_EXPENSE] bistro by the bay
Morning Grind,morning grind,Expense,[TYPE_EXPENSE],11.0,2028-03-17 09:15:00.000,Food & Drinks,morning grind,[TYPE_EXPENSE] morning grind
Harbour Fish House,harbour fish house,Expense,[TYPE_EXPENSE],25.0,2028-03-18 20:10:00.000,Food & Drinks,harbour fish house,[TYPE_EXPENSE] harbour fish house
Pita Express,pita express,Expense,[TYPE_EXPENSE],9.5,2028-03-18 12:05:00.000,Food & Drinks,pita express,[TYPE_EXPENSE] pita express
Green Table Café,green table café,Expense,[TYPE_EXPENSE],13.4,2028-03-23 19:20:00.000,Food & Drinks,green table café,[TYPE_EXPENSE] green table café
Snack Stop,snack stop,Expense,[TYPE_EXPENSE],7.9,2028-03-23 11:00:00.000,Food & Drinks,snack stop,[TYPE_EXPENSE] snack stop
Harissa Grill,harissa grill,Expense,[TYPE_EXPENSE],31.0,2028-03-25 20:25:00.000,Food & Drinks,harissa grill,[TYPE_EXPENSE] harissa grill
Olive Tree Bistro,olive tree bistro,Expense,[TYPE_EXPENSE],18.75,2028-03-28 19:40:00.000,Food & Drinks,olive tree bistro,[TYPE_EXPENSE] olive tree bistro
Lebanese Spoon,lebanese spoon,Expense,[TYPE_EXPENSE],22.5,2028-03-31 20:10:00.000,Food & Drinks,lebanese spoon,[TYPE_EXPENSE] lebanese spoon
Corner Café,corner café,Expense,[TYPE_EXPENSE],12.25,2028-03-31 09:30:00.000,Food & Drinks,corner café,[TYPE_EXPENSE] corner café
Bistro 21,bistro 21,Expense,[TYPE_EXPENSE],15.0,2028-04-04 19:05:00.000,Food & Drinks,bistro 21,[TYPE_EXPENSE] bistro 21
Morning Roast,morning roast,Expense,[TYPE_EXPENSE],10.75,2028-04-06 08:50:00.000,Food & Drinks,morning roast,[TYPE_EXPENSE] morning roast
Seaside Café,seaside café,Expense,[TYPE_EXPENSE],20.25,2028-04-09 19:50:00.000,Food & Drinks,seaside café,[TYPE_EXPENSE] seaside café
Olive & Lemon,olive & lemon,Expense,[TYPE_EXPENSE],17.8,2028-04-12 19:10:00.000,Food & Drinks,olive & lemon,[TYPE_EXPENSE] olive & lemon
Green Plate,green plate,Expense,[TYPE_EXPENSE],13.6,2028-04-15 12:00:00.000,Food & Drinks,green plate,[TYPE_EXPENSE] green plate
Harbour Grill,harbour grill,Expense,[TYPE_EXPENSE],26.5,2028-04-17 20:20:00.000,Food & Drinks,harbour grill,[TYPE_EXPENSE] harbour grill
Quick Bites,quick bites,Expense,[TYPE_EXPENSE],9.25,2028-04-20 11:10:00.000,Food & Drinks,quick bites,[TYPE_EXPENSE] quick bites
Café du Parc,café du parc,Expense,[TYPE_EXPENSE],18.0,2028-04-23 11:50:00.000,Food & Drinks,café du parc,[TYPE_EXPENSE] café du parc
Baker's Corner,baker s corner,Expense,[TYPE_EXPENSE],12.0,2028-04-23 08:40:00.000,Food & Drinks,baker s corner,[TYPE_EXPENSE] baker s corner
The Olive Room,the olive room,Expense,[TYPE_EXPENSE],22.25,2028-04-25 19:45:00.000,Food & Drinks,the olive room,[TYPE_EXPENSE] the olive room
Cedar & Spice,cedar & spice,Expense,[TYPE_EXPENSE],19.0,2028-04-27 20:05:00.000,Food & Drinks,cedar & spice,[TYPE_EXPENSE] cedar & spice
Quick Café,quick café,Expense,[TYPE_EXPENSE],8.5,2028-04-28 08:55:00.000,Food & Drinks,quick café,[TYPE_EXPENSE] quick café
Olive Room - Dinner,olive room - dinner,Expense,[TYPE_EXPENSE],22.25,2028-05-02 19:45:00.000,Food & Drinks,olive room - dinner,[TYPE_EXPENSE] olive room - dinner
Seaside Grill,seaside grill,Expense,[TYPE_EXPENSE],26.0,2028-05-03 20:10:00.000,Food & Drinks,seaside grill,[TYPE_EXPENSE] seaside grill
Baker's Corner - Snack,baker s corner - snack,Expense,[TYPE_EXPENSE],10.0,2028-05-07 08:40:00.000,Food & Drinks,baker s corner - snack,[TYPE_EXPENSE] baker s corner - snack
Abou Nader,abou nader,Expense,[TYPE_EXPENSE],21.0,2028-05-09 19:20:00.000,Food & Drinks,abou nader,[TYPE_EXPENSE] abou nader
Abou Tarek,abou tarek,Expense,[TYPE_EXPENSE],12.5,2028-05-10 12:10:00.000,Food & Drinks,abou tarek,[TYPE_EXPENSE] abou tarek
Al Sultan Brahim,al sultan brahim,Expense,[TYPE_EXPENSE],26.0,2028-05-10 20:05:00.000,Food & Drinks,al sultan brahim,[TYPE_EXPENSE] al sultan brahim
Al Soussi Sweets,al soussi sweets,Expense,[TYPE_EXPENSE],18.0,2028-05-11 19:00:00.000,Food & Drinks,al soussi sweets,[TYPE_EXPENSE] al soussi sweets
Al Baba Sweets,al baba sweets,Expense,[TYPE_EXPENSE],9.5,2028-05-11 11:30:00.000,Food & Drinks,al baba sweets,[TYPE_EXPENSE] al baba sweets
Al Halabi,al halabi,Expense,[TYPE_EXPENSE],15.0,2028-05-12 20:10:00.000,Food & Drinks,al halabi,[TYPE_EXPENSE] al halabi
Al Forno Pizzeria,al forno pizzeria,Expense,[TYPE_EXPENSE],11.0,2028-05-12 09:05:00.000,Food & Drinks,al forno pizzeria,[TYPE_EXPENSE] al forno pizzeria
Al Fawanees,al fawanees,Expense,[TYPE_EXPENSE],20.5,2028-05-13 18:45:00.000,Food & Drinks,al fawanees,[TYPE_EXPENSE] al fawanees
Al Dente Trattoria,al dente trattoria,Expense,[TYPE_EXPENSE],14.75,2028-05-13 13:20:00.000,Food & Drinks,al dente trattoria,[TYPE_EXPENSE] al dente trattoria
Al Mandaloun,al mandaloun,Expense,[TYPE_EXPENSE],30.0,2028-05-14 20:30:00.000,Food & Drinks,al mandaloun,[TYPE_EXPENSE] al mandaloun
Abou Ramzi,abou ramzi,Expense,[TYPE_EXPENSE],21.0,2028-05-26 19:40:00.000,Food & Drinks,abou ramzi,[TYPE_EXPENSE] abou ramzi
Al Halabi Sweets,al halabi sweets,Expense,[TYPE_EXPENSE],12.0,2028-05-26 12:15:00.000,Food & Drinks,al halabi sweets,[TYPE_EXPENSE] al halabi sweets
Al Falamanki,al falamanki,Expense,[TYPE_EXPENSE],17.5,2028-05-27 20:05:00.000,Food & Drinks,al falamanki,[TYPE_EXPENSE] al falamanki
Al Baba Downtown,al baba downtown,Expense,[TYPE_EXPENSE],10.0,2028-05-27 10:30:00.000,Food & Drinks,al baba downtown,[TYPE_EXPENSE] al baba downtown
Babel Restaurant,babel restaurant,Expense,[TYPE_EXPENSE],13.25,2028-06-01 19:10:00.000,Food & Drinks,babel restaurant,[TYPE_EXPENSE] babel restaurant
Bread & Co,bread & co,Expense,[TYPE_EXPENSE],9.75,2028-06-01 08:45:00.000,Food & Drinks,bread & co,[TYPE_EXPENSE] bread & co
Abou Youssef Grill,abou youssef grill,Expense,[TYPE_EXPENSE],24.0,2028-06-03 20:20:00.000,Food & Drinks,abou youssef grill,[TYPE_EXPENSE] abou youssef grill
Chez Zakhia,chez zakhia,Expense,[TYPE_EXPENSE],16.5,2028-06-06 19:00:00.000,Food & Drinks,chez zakhia,[TYPE_EXPENSE] chez zakhia
Chez Maurice,chez maurice,Expense,[TYPE_EXPENSE],20.0,2028-06-09 20:10:00.000,Food & Drinks,chez maurice,[TYPE_EXPENSE] chez maurice
Café Hamra,café hamra,Expense,[TYPE_EXPENSE],11.5,2028-06-09 09:15:00.000,Food & Drinks,café hamra,[TYPE_EXPENSE] café hamra
Café du Parc Brunch,café du parc brunch,Expense,[TYPE_EXPENSE],14.0,2028-06-13 11:50:00.000,Food & Drinks,café du parc brunch,[TYPE_EXPENSE] café du parc brunch
Snack Corner,snack corner,Expense,[TYPE_EXPENSE],8.25,2028-06-14 12:10:00.000,Food & Drinks,snack corner,[TYPE_EXPENSE] snack corner
Al Sultan Brahim Seafood,al sultan brahim seafood,Expense,[TYPE_EXPENSE],25.0,2028-06-15 19:40:00.000,Food & Drinks,al sultan brahim seafood,[TYPE_EXPENSE] al sultan brahim seafood
Al Fawanees Meal,al fawanees meal,Expense,[TYPE_EXPENSE],17.75,2028-06-19 19:20:00.000,Food & Drinks,al fawanees meal,[TYPE_EXPENSE] al fawanees meal
Al Mandaloun Dinner,al mandaloun dinner,Expense,[TYPE_EXPENSE],21.5,2028-06-21 20:05:00.000,Food & Drinks,al mandaloun dinner,[TYPE_EXPENSE] al mandaloun dinner
Mayrig Lunch,mayrig lunch,Expense,[TYPE_EXPENSE],13.6,2028-06-25 12:00:00.000,Food & Drinks,mayrig lunch,[TYPE_EXPENSE] mayrig lunch
Harbour Grill Dinner,harbour grill dinner,Expense,[TYPE_EXPENSE],26.5,2028-06-26 20:20:00.000,Food & Drinks,harbour grill dinner,[TYPE_EXPENSE] harbour grill dinner
Quick Bites Snack,quick bites snack,Expense,[TYPE_EXPENSE],9.25,2028-06-30 11:10:00.000,Food & Drinks,quick bites snack,[TYPE_EXPENSE] quick bites snack
Café Mosaic - Hamra,café mosaic - hamra,Expense,[TYPE_EXPENSE],18.5,2028-07-03 09:10:00.000,Food & Drinks,café mosaic - hamra,[TYPE_EXPENSE] café mosaic - hamra
Le Petit Verdun - Dinner,le petit verdun - dinner,Expense,[TYPE_EXPENSE],22.4,2028-07-03 20:05:00.000,Food & Drinks,le petit verdun - dinner,[TYPE_EXPENSE] le petit verdun - dinner
Saffron Table - Lunch,saffron table - lunch,Expense,[TYPE_EXPENSE],15.6,2028-07-04 13:20:00.000,Food & Drinks,saffron table - lunch,[TYPE_EXPENSE] saffron table - lunch
Hamra Corner Café - Coffee,hamra corner café - coffee,Expense,[TYPE_EXPENSE],9.8,2028-07-04 11:30:00.000,Food & Drinks,hamra corner café - coffee,[TYPE_EXPENSE] hamra corner café - coffee
Olive & Fig Bistro - Meal,olive & fig bistro - meal,Expense,[TYPE_EXPENSE],13.5,2028-07-05 19:00:00.000,Food & Drinks,olive & fig bistro - meal,[TYPE_EXPENSE] olive & fig bistro - meal
Street Falafel Stand - Snack,street falafel stand - snack,Expense,[TYPE_EXPENSE],7.25,2028-07-05 12:10:00.000,Food & Drinks,street falafel stand - snack,[TYPE_EXPENSE] street falafel stand - snack
Marina Sunset Grill - Dinner,marina sunset grill - dinner,Expense,[TYPE_EXPENSE],24.0,2028-07-06 20:15:00.000,Food & Drinks,marina sunset grill - dinner,[TYPE_EXPENSE] marina sunset grill - dinner
Morning Brew House - Coffee,morning brew house - coffee,Expense,[TYPE_EXPENSE],11.0,2028-07-06 09:05:00.000,Food & Drinks,morning brew house - coffee,[TYPE_EXPENSE] morning brew house - coffee
The Mezze Collective - Meal,the mezze collective - meal,Expense,[TYPE_EXPENSE],16.75,2028-07-07 19:40:00.000,Food & Drinks,the mezze collective - meal,[TYPE_EXPENSE] the mezze collective - meal
Pita & Co - Lunch,pita & co - lunch,Expense,[TYPE_EXPENSE],8.9,2028-07-07 13:05:00.000,Food & Drinks,pita & co - lunch,[TYPE_EXPENSE] pita & co - lunch
Bistro by the Bay - Dinner,bistro by the bay - dinner,Expense,[TYPE_EXPENSE],20.5,2028-07-19 19:45:00.000,Food & Drinks,bistro by the bay - dinner,[TYPE_EXPENSE] bistro by the bay - dinner
Morning Grind - Coffee,morning grind - coffee,Expense,[TYPE_EXPENSE],11.0,2028-07-20 09:15:00.000,Food & Drinks,morning grind - coffee,[TYPE_EXPENSE] morning grind - coffee
Harbor Seafood House - Meal,harbor seafood house - meal,Expense,[TYPE_EXPENSE],25.0,2028-07-20 20:10:00.000,Food & Drinks,harbor seafood house - meal,[TYPE_EXPENSE] harbor seafood house - meal
Pita Corner Kiosk - Snack,pita corner kiosk - snack,Expense,[TYPE_EXPENSE],9.5,2028-07-21 12:05:00.000,Food & Drinks,pita corner kiosk - snack,[TYPE_EXPENSE] pita corner kiosk - snack
Green Table Café - Lunch,green table café - lunch,Expense,[TYPE_EXPENSE],13.4,2028-07-25 19:20:00.000,Food & Drinks,green table café - lunch,[TYPE_EXPENSE] green table café - lunch
Snack & Go Branch - Snack,snack & go branch - snack,Expense,[TYPE_EXPENSE],7.9,2028-07-26 11:00:00.000,Food & Drinks,snack & go branch - snack,[TYPE_EXPENSE] snack & go branch - snack
Harissa Grill Restaurant - Dinner,harissa grill restaurant - dinner,Expense,[TYPE_EXPENSE],31.0,2028-07-27 20:25:00.000,Food & Drinks,harissa grill restaurant - dinner,[TYPE_EXPENSE] harissa grill restaurant - dinner
Olive Tree Bistro - Meal,olive tree bistro - meal,Expense,[TYPE_EXPENSE],18.75,2028-07-31 19:40:00.000,Food & Drinks,olive tree bistro - meal,[TYPE_EXPENSE] olive tree bistro - meal
Lebanese Spoon Diner - Meal,lebanese spoon diner - meal,Expense,[TYPE_EXPENSE],22.5,2028-08-02 20:10:00.000,Food & Drinks,lebanese spoon diner - meal,[TYPE_EXPENSE] lebanese spoon diner - meal
Corner Café Branch - Coffee,corner café branch - coffee,Expense,[TYPE_EXPENSE],12.25,2028-08-03 09:30:00.000,Food & Drinks,corner café branch - coffee,[TYPE_EXPENSE] corner café branch - coffee
Bistro 21 - Lunch,bistro 21 - lunch,Expense,[TYPE_EXPENSE],15.0,2028-08-07 19:05:00.000,Food & Drinks,bistro 21 - lunch,[TYPE_EXPENSE] bistro 21 - lunch
Morning Roast Coffee - Brew,morning roast coffee - brew,Expense,[TYPE_EXPENSE],10.75,2028-08-08 08:50:00.000,Food & Drinks,morning roast coffee - brew,[TYPE_EXPENSE] morning roast coffee - brew
